account_id,customer_id,branch_id,account_type,account_status,customer_segment,currency,opening_balance,current_balance,interest_rate,opened_at,credit_limit,overdraft_limit
ACC000001568,C0001442,BR004,Current,Active,Retail,USD,5293.94,5293.94,0.0,2026-05-02,49624.56,1698.35
ACC000001569,C0000485,BR003,Money Market,Frozen,Retail,USD,2262.76,2262.76,3.46,2026-03-21,,
ACC000001570,C0001247,BR010,Money Market,Closed,Premium,USD,32991.91,32991.91,1.84,2025-12-17,,
ACC000001571,C0001043,BR002,Fixed Deposit,Frozen,Retail,USD,1342.81,1342.81,5.49,2026-03-07,,
ACC000001572,C0000283,BR001,Current,Active,Premium,USD,49611.79,49611.79,0.01,2025-12-13,30944.57,2683.27
ACC000001573,C0001281,BR009,Savings,Active,Retail,GBP,2491.86,2491.86,0.62,2024-12-26,,
ACC000001574,C0000182,BR002,Current,Pending Review,Retail,USD,2195.25,2195.25,0.01,2025-04-22,46265.46,4301.27
ACC000001575,C0001532,BR001,Current,Pending Review,Retail,GBP,507.72,507.72,0.01,2025-12-25,35671.74,3505.5
ACC000001576,C0001379,BR001,Checking,Active,Retail,USD,2408.97,2408.97,0.05,2026-04-20,,1384.99
ACC000001577,C0001464,BR005,Savings,Frozen,Retail,USD,786.86,786.86,1.38,2026-04-05,,
ACC000001578,C0000736,BR007,Savings,Active,Retail,USD,955.01,955.01,1.25,2026-01-24,,
ACC000001579,C0000398,BR001,Savings,Active,Premium,USD,5911.32,5911.32,2.27,2025-07-17,,
ACC000001580,C0000834,BR001,Savings,Active,Retail,CAD,622.51,622.51,0.61,2025-09-25,,
ACC000001581,C0001465,BR006,Savings,Closed,Retail,USD,15135.09,15135.09,1.42,2025-10-30,,
ACC000001582,C0000815,BR008,Checking,Active,Premium,USD,50581.39,50581.39,0.04,2025-05-10,,3418.93
ACC000001583,C0001335,BR001,Money Market,Active,Retail,USD,12337.12,12337.12,3.13,2025-08-28,,
ACC000001584,C0001521,BR001,Fixed Deposit,Active,Retail,USD,532.25,532.25,5.15,2026-04-28,,
ACC000001585,C0000326,BR003,Money Market,Active,Retail,GBP,1941.57,1941.57,1.56,2025-12-09,,
ACC000001586,C0000508,BR007,Money Market,Inactive,Premium,USD,3664.67,3664.67,2.27,2025-11-19,,
ACC000001587,C0000333,BR001,Checking,Inactive,Retail,USD,901.72,901.72,0.01,2026-05-10,,2434.24
ACC000001588,C0001027,BR001,Current,Active,Premium,USD,5334.09,5334.09,0.02,2025-11-30,42151.01,4537.06
ACC000001589,C0000944,BR011,Checking,Active,Retail,USD,6245.3,6245.3,0.05,2026-05-11,,420.56
ACC000001590,C0001049,BR006,Fixed Deposit,Active,Retail,USD,1216.55,1216.55,3.72,2026-03-11,,
ACC000001591,C0001563,BR006,Fixed Deposit,Active,Retail,USD,5262.59,5262.59,4.08,2026-05-01,,
ACC000001592,C0000403,BR004,Money Market,Inactive,Retail,USD,3308.07,3308.07,2.64,2025-10-14,,
ACC000001593,C0000705,BR001,Money Market,Active,Retail,USD,18099.48,18099.48,1.76,2025-09-11,,
ACC000001594,C0000346,BR002,Current,Frozen,Retail,USD,411.81,411.81,0.01,2025-04-13,7769.47,1082.21
ACC000001595,C0000842,BR004,Fixed Deposit,Closed,Retail,USD,6369.23,6369.23,3.8,2026-05-10,,
ACC000001596,C0001380,BR001,Money Market,Frozen,Retail,USD,5689.86,5689.86,3.41,2025-07-20,,
ACC000001597,C0001094,BR005,Money Market,Closed,Premium,USD,5047.36,5047.36,2.98,2025-10-26,,
ACC000001598,C0001906,BR002,Savings,Active,Retail,EUR,4949.95,4949.95,1.92,2024-07-06,,
ACC000001599,C0001348,BR004,Current,Active,Business,USD,89623.6,89623.6,0.01,2026-03-25,12351.39,669.89
ACC000001600,C0001978,BR012,Fixed Deposit,Closed,Retail,CAD,1440.18,1440.18,3.47,2026-03-20,,
ACC000001601,C0000749,BR004,Fixed Deposit,Active,Retail,USD,793.19,793.19,3.65,2025-08-06,,
ACC000001602,C0000415,BR011,Checking,Inactive,Retail,USD,880.85,880.85,0.01,2026-03-27,,4172.27
ACC000001603,C0001738,BR004,Current,Active,Retail,USD,14042.06,14042.06,0.01,2025-08-14,18804.85,2334.52
ACC000001604,C0001491,BR002,Money Market,Active,Premium,USD,13368.85,13368.85,3.09,2025-09-10,,
ACC000001605,C0000823,BR004,Fixed Deposit,Active,Retail,GBP,3952.6,3952.6,5.29,2025-03-16,,
ACC000001606,C0000688,BR010,Fixed Deposit,Closed,Retail,USD,819.83,819.83,4.41,2025-09-27,,
ACC000001607,C0001756,BR002,Current,Closed,Premium,USD,6125.08,6125.08,0.01,2025-12-15,48132.62,317.91
ACC000001608,C0000428,BR008,Savings,Active,Premium,USD,39418.27,39418.27,1.24,2026-04-11,,
ACC000001609,C0001097,BR005,Checking,Active,Retail,GBP,468.92,468.92,0.05,2025-12-13,,4585.33
ACC000001610,C0000628,BR003,Fixed Deposit,Active,Premium,USD,8820.08,8820.08,3.36,2026-04-23,,
ACC000001611,C0001611,BR010,Money Market,Active,Retail,USD,1870.62,1870.62,2.39,2025-09-17,,
ACC000001612,C0000232,BR007,Savings,Active,Premium,EUR,14933.65,14933.65,1.05,2026-01-31,,
ACC000001613,C0000491,BR002,Money Market,Pending Review,Retail,USD,1511.57,1511.57,2.27,2024-12-29,,
ACC000001614,C0001912,BR006,Checking,Pending Review,Premium,GBP,19847.23,19847.23,0.04,2026-03-14,,2917.61
ACC000001615,C0000508,BR006,Savings,Closed,Premium,USD,26711.67,26711.67,1.1,2024-10-03,,
ACC000001616,C0000649,BR008,Savings,Active,Retail,USD,3769.27,3769.27,1.63,2025-10-24,,
ACC000001617,C0000451,BR004,Current,Active,Retail,GBP,674.65,674.65,0.01,2024-09-04,1394.56,2670.79
ACC000001618,C0001406,BR005,Current,Closed,Premium,USD,10055.2,10055.2,0.02,2025-04-10,7533.39,601.24
ACC000001619,C0000755,BR005,Current,Active,Premium,GBP,44124.16,44124.16,0.01,2024-12-20,8242.71,1813.74
ACC000001620,C0001986,BR004,Savings,Active,Business,EUR,175181.28,175181.28,2.1,2024-12-04,,
ACC000001621,C0000532,BR002,Current,Active,Retail,USD,458.12,458.12,0.01,2025-02-05,8598.23,3240.52
ACC000001622,C0001671,BR004,Money Market,Active,Retail,USD,2569.53,2569.53,2.98,2025-11-09,,
ACC000001623,C0000303,BR001,Current,Active,Retail,USD,250.08,250.08,0.01,2025-05-13,34257.44,2033.69
ACC000001624,C0000400,BR003,Checking,Active,Retail,USD,1894.93,1894.93,0.04,2026-01-23,,4625.0
ACC000001625,C0001289,BR005,Savings,Inactive,Retail,GBP,12061.42,12061.42,0.63,2025-10-05,,
ACC000001626,C0001900,BR010,Fixed Deposit,Active,Retail,USD,700.72,700.72,3.11,2025-04-30,,
ACC000001627,C0000052,BR009,Current,Frozen,Retail,USD,784.99,784.99,0.0,2026-04-26,15804.84,1598.94
ACC000001628,C0001357,BR007,Savings,Active,Retail,USD,3881.71,3881.71,1.1,2026-03-01,,
ACC000001629,C0001982,BR003,Checking,Inactive,Retail,USD,386.53,386.53,0.03,2025-03-19,,4030.61
ACC000001630,C0001422,BR001,Savings,Closed,Premium,USD,7095.71,7095.71,0.9,2025-06-20,,
ACC000001631,C0001275,BR002,Savings,Active,Business,USD,122483.23,122483.23,2.31,2026-01-13,,
ACC000001632,C0000055,BR004,Savings,Active,Retail,USD,958.83,958.83,1.47,2026-01-11,,
ACC000001633,C0000505,BR002,Fixed Deposit,Closed,Retail,USD,1428.0,1428.0,5.23,2026-01-12,,
ACC000001634,C0001351,BR004,Savings,Active,Retail,USD,3805.44,3805.44,1.89,2024-08-15,,
ACC000001635,C0001669,BR002,Money Market,Active,Premium,USD,20364.45,20364.45,2.72,2025-10-20,,
ACC000001636,C0000003,BR002,Current,Active,Retail,USD,2360.95,2360.95,0.02,2026-03-19,11491.95,1770.19
ACC000001637,C0000265,BR001,Current,Active,Premium,USD,9517.41,9517.41,0.0,2026-05-11,20156.25,4536.99
ACC000001638,C0001129,BR013,Checking,Active,Retail,USD,2617.73,2617.73,0.03,2025-02-15,,4798.04
ACC000001639,C0001566,BR003,Savings,Inactive,Premium,USD,11804.87,11804.87,0.58,2025-05-22,,
ACC000001640,C0000029,BR003,Savings,Active,Retail,USD,2857.79,2857.79,2.19,2026-04-07,,
ACC000001641,C0001687,BR014,Savings,Frozen,Retail,USD,1100.0,1100.0,1.62,2024-12-26,,
ACC000001642,C0001970,BR001,Checking,Closed,Retail,USD,1506.33,1506.33,0.04,2025-11-15,,3151.33
ACC000001643,C0001891,BR005,Fixed Deposit,Active,Retail,USD,671.85,671.85,4.01,2026-05-09,,
ACC000001644,C0000411,BR002,Fixed Deposit,Active,Retail,USD,1745.84,1745.84,5.42,2026-05-09,,
ACC000001645,C0000444,BR014,Savings,Active,Retail,USD,803.52,803.52,1.92,2026-04-11,,
ACC000001646,C0000035,BR004,Money Market,Active,Retail,CAD,593.45,593.45,2.19,2025-10-17,,
ACC000001647,C0001373,BR007,Money Market,Active,Retail,USD,2341.77,2341.77,3.48,2026-03-18,,
ACC000001648,C0001293,BR007,Savings,Active,Retail,USD,2236.66,2236.66,0.61,2025-04-05,,
ACC000001649,C0000375,BR006,Money Market,Pending Review,Retail,USD,3955.55,3955.55,2.24,2025-07-29,,
ACC000001650,C0000101,BR008,Savings,Inactive,Premium,USD,8680.85,8680.85,1.94,2026-04-26,,
ACC000001651,C0001771,BR006,Checking,Frozen,Retail,USD,2719.09,2719.09,0.01,2025-09-24,,1984.1
ACC000001652,C0001625,BR003,Checking,Inactive,Retail,USD,3136.3,3136.3,0.04,2026-02-07,,1145.58
ACC000001653,C0001145,BR011,Checking,Active,Retail,USD,2820.79,2820.79,0.01,2026-02-20,,3299.96
ACC000001654,C0000451,BR006,Savings,Active,Retail,USD,791.83,791.83,2.07,2026-01-02,,
ACC000001655,C0001360,BR002,Money Market,Inactive,Retail,USD,2099.31,2099.31,2.23,2026-04-12,,
ACC000001656,C0000130,BR002,Fixed Deposit,Inactive,Premium,USD,19228.34,19228.34,3.8,2026-04-18,,
ACC000001657,C0001165,BR001,Savings,Closed,Retail,USD,1821.07,1821.07,1.24,2025-09-18,,
ACC000001658,C0000877,BR013,Fixed Deposit,Active,Retail,USD,224.42,224.42,5.3,2025-05-10,,
ACC000001659,C0000701,BR002,Fixed Deposit,Active,Retail,GBP,2122.8,2122.8,3.23,2025-07-11,,
ACC000001660,C0001477,BR002,Savings,Active,Retail,USD,16523.37,16523.37,1.49,2026-04-15,,
ACC000001661,C0001649,BR001,Current,Inactive,Retail,USD,1261.38,1261.38,0.0,2026-04-02,8852.0,4881.97
ACC000001662,C0001366,BR001,Money Market,Frozen,Business,USD,24991.91,24991.91,1.77,2025-09-17,,
ACC000001663,C0001356,BR001,Fixed Deposit,Active,Retail,USD,2626.35,2626.35,3.61,2025-03-02,,
ACC000001664,C0001468,BR002,Money Market,Active,Retail,USD,2471.0,2471.0,2.79,2025-08-02,,
ACC000001665,C0000832,BR001,Money Market,Active,Premium,USD,44034.78,44034.78,2.35,2025-05-07,,
ACC000001666,C0001830,BR003,Checking,Inactive,Retail,CAD,513.95,513.95,0.02,2024-09-23,,2189.25
ACC000001667,C0000798,BR004,Checking,Active,Premium,USD,27760.8,27760.8,0.03,2025-09-21,,2652.09
ACC000001668,C0001274,BR003,Money Market,Active,Business,USD,121601.73,121601.73,2.77,2025-11-04,,
ACC000001669,C0000426,BR010,Money Market,Closed,Premium,USD,11589.48,11589.48,2.12,2025-08-09,,
ACC000001670,C0000237,BR004,Current,Active,Retail,USD,2536.87,2536.87,0.02,2025-09-29,33769.62,3928.19
ACC000001671,C0001305,BR002,Savings,Active,Retail,USD,5061.7,5061.7,0.74,2025-02-02,,
ACC000001672,C0000142,BR002,Checking,Inactive,Retail,USD,4325.64,4325.64,0.03,2026-03-26,,4965.94
ACC000001673,C0001154,BR004,Fixed Deposit,Active,Business,USD,15189.76,15189.76,3.0,2024-07-30,,
ACC000001674,C0000862,BR012,Current,Active,Business,USD,160201.84,160201.84,0.01,2025-08-17,22045.29,2004.57
ACC000001675,C0001173,BR003,Current,Closed,Retail,EUR,1694.79,1694.79,0.0,2026-04-14,40902.68,1928.28
ACC000001676,C0000712,BR002,Checking,Active,Premium,USD,14369.66,14369.66,0.01,2026-03-28,,1221.32
ACC000001677,C0000645,BR005,Current,Active,Retail,USD,1945.35,1945.35,0.01,2025-03-05,13983.78,2133.12
ACC000001678,C0000382,BR012,Current,Active,Retail,EUR,1555.82,1555.82,0.01,2026-03-10,18225.62,2846.55
ACC000001679,C0000779,BR001,Savings,Active,Business,USD,250208.29,250208.29,1.43,2025-04-12,,
ACC000001680,C0000017,BR001,Fixed Deposit,Active,Retail,USD,1662.84,1662.84,4.16,2024-03-31,,
ACC000001681,C0001382,BR001,Fixed Deposit,Active,Retail,USD,590.2,590.2,3.79,2025-03-15,,
ACC000001682,C0000594,BR009,Money Market,Inactive,Retail,USD,1219.83,1219.83,3.03,2025-10-03,,
ACC000001683,C0001253,BR002,Fixed Deposit,Active,Business,USD,74193.64,74193.64,3.75,2025-07-29,,
ACC000001684,C0000677,BR005,Fixed Deposit,Active,Retail,USD,6180.87,6180.87,3.64,2026-03-12,,
ACC000001685,C0000150,BR006,Fixed Deposit,Active,Retail,USD,3304.68,3304.68,5.32,2026-03-31,,
ACC000001686,C0001207,BR001,Money Market,Active,Retail,USD,772.37,772.37,3.22,2026-01-07,,
ACC000001687,C0000565,BR003,Fixed Deposit,Active,Retail,EUR,21702.66,21702.66,5.19,2026-04-04,,
ACC000001688,C0000541,BR001,Money Market,Active,Retail,USD,2356.13,2356.13,2.69,2026-05-02,,
ACC000001689,C0001026,BR002,Money Market,Active,Retail,USD,6472.97,6472.97,1.94,2025-02-07,,
ACC000001690,C0001179,BR004,Money Market,Active,Premium,EUR,11479.13,11479.13,2.67,2025-12-09,,
ACC000001691,C0001913,BR002,Savings,Active,Premium,GBP,22773.65,22773.65,2.5,2024-02-18,,
ACC000001692,C0001557,BR003,Savings,Active,Retail,USD,4185.86,4185.86,2.22,2026-01-31,,
ACC000001693,C0001560,BR001,Fixed Deposit,Active,Retail,EUR,6113.13,6113.13,3.87,2026-03-07,,
ACC000001694,C0000588,BR004,Current,Active,Retail,USD,5204.97,5204.97,0.01,2025-12-26,43027.6,628.3
ACC000001695,C0000501,BR001,Fixed Deposit,Active,Retail,USD,4325.13,4325.13,3.76,2026-03-10,,
ACC000001696,C0001903,BR001,Money Market,Active,Business,USD,41023.32,41023.32,1.55,2024-11-02,,
ACC000001697,C0001838,BR005,Fixed Deposit,Active,Retail,USD,1020.71,1020.71,3.51,2026-02-09,,
ACC000001698,C0001770,BR003,Current,Frozen,Premium,USD,18631.47,18631.47,0.01,2025-08-03,9920.57,2911.75
ACC000001699,C0001287,BR004,Current,Closed,Retail,USD,4596.86,4596.86,0.01,2025-01-22,40405.14,4613.49
ACC000001700,C0001249,BR001,Checking,Active,Retail,USD,1447.05,1447.05,0.02,2025-02-27,,1296.87
ACC000001701,C0000671,BR002,Savings,Active,Premium,USD,38761.08,38761.08,1.58,2026-05-11,,
ACC000001702,C0000760,BR001,Savings,Active,Retail,USD,7728.09,7728.09,2.16,2026-04-21,,
ACC000001703,C0000323,BR010,Savings,Active,Retail,USD,723.2,723.2,1.12,2025-08-02,,
ACC000001704,C0000600,BR001,Current,Active,Retail,USD,782.96,782.96,0.01,2026-01-21,33332.64,3571.03
ACC000001705,C0000852,BR003,Current,Inactive,Retail,USD,1571.25,1571.25,0.0,2026-02-09,27832.36,4508.03
ACC000001706,C0001945,BR004,Savings,Active,Retail,USD,2459.25,2459.25,2.01,2025-08-28,,
ACC000001707,C0001965,BR001,Checking,Active,Retail,CAD,1070.02,1070.02,0.03,2024-11-09,,1430.23
ACC000001708,C0000954,BR002,Checking,Active,Retail,USD,6989.77,6989.77,0.01,2025-11-23,,1141.9
ACC000001709,C0001626,BR006,Fixed Deposit,Closed,Premium,USD,20415.85,20415.85,5.04,2026-02-09,,
ACC000001710,C0001249,BR010,Current,Active,Retail,USD,1880.79,1880.79,0.02,2025-07-06,36626.72,3769.46
ACC000001711,C0001554,BR001,Savings,Active,Retail,CAD,430.13,430.13,1.75,2026-01-16,,
ACC000001712,C0000479,BR001,Checking,Active,Retail,USD,485.02,485.02,0.05,2025-01-12,,1077.63
ACC000001713,C0001798,BR001,Checking,Active,Retail,USD,2394.69,2394.69,0.03,2026-03-18,,338.6
ACC000001714,C0001418,BR001,Current,Inactive,Retail,USD,214.31,214.31,0.02,2026-01-23,22158.21,2134.34
ACC000001715,C0001590,BR003,Money Market,Active,Premium,USD,36777.35,36777.35,2.0,2026-03-07,,
ACC000001716,C0001533,BR001,Fixed Deposit,Active,Retail,USD,1543.56,1543.56,3.2,2025-03-11,,
ACC000001717,C0001851,BR001,Savings,Active,Retail,USD,46309.06,46309.06,1.02,2025-07-21,,
ACC000001718,C0000999,BR001,Checking,Active,Retail,USD,18177.07,18177.07,0.05,2026-04-03,,659.05
ACC000001719,C0000261,BR003,Current,Active,Retail,CAD,1508.02,1508.02,0.01,2025-02-13,37199.25,4997.01
ACC000001720,C0001579,BR001,Current,Active,Premium,GBP,12012.02,12012.02,0.01,2025-11-27,7053.94,260.6
ACC000001721,C0000765,BR001,Current,Closed,Retail,USD,4893.1,4893.1,0.02,2025-10-15,23397.21,3880.94
ACC000001722,C0000209,BR007,Current,Active,Business,USD,462225.03,462225.03,0.01,2026-03-12,13392.28,529.35
ACC000001723,C0001612,BR007,Savings,Closed,Retail,USD,351.42,351.42,1.22,2026-04-29,,
ACC000001724,C0001110,BR001,Current,Active,Business,USD,7018.81,7018.81,0.01,2025-09-18,17304.18,4361.05
ACC000001725,C0000132,BR001,Fixed Deposit,Active,Retail,USD,970.65,970.65,4.46,2026-01-04,,
ACC000001726,C0001410,BR002,Current,Inactive,Business,USD,120485.55,120485.55,0.01,2025-07-25,25603.1,3697.49
ACC000001727,C0001940,BR001,Savings,Active,Retail,USD,2971.65,2971.65,2.04,2026-04-30,,
ACC000001728,C0000157,BR006,Checking,Active,Retail,USD,5269.93,5269.93,0.01,2025-06-19,,2654.58
ACC000001729,C0001979,BR003,Savings,Active,Premium,CAD,4025.09,4025.09,1.61,2026-05-07,,
ACC000001730,C0001654,BR009,Money Market,Active,Premium,EUR,1317.98,1317.98,3.45,2025-11-13,,
ACC000001731,C0000152,BR003,Checking,Frozen,Retail,USD,4264.22,4264.22,0.04,2026-01-19,,3989.69
ACC000001732,C0001910,BR001,Savings,Active,Premium,USD,5836.02,5836.02,1.74,2025-10-20,,
ACC000001733,C0000516,BR005,Savings,Active,Retail,USD,240.21,240.21,2.29,2026-01-28,,
ACC000001734,C0000225,BR003,Savings,Active,Retail,EUR,2090.3,2090.3,2.39,2026-02-27,,
ACC000001735,C0001533,BR002,Savings,Active,Retail,USD,3996.51,3996.51,0.54,2025-08-07,,
ACC000001736,C0001756,BR002,Savings,Active,Premium,USD,11824.66,11824.66,1.86,2026-02-03,,
ACC000001737,C0001404,BR006,Money Market,Frozen,Retail,USD,1143.85,1143.85,3.42,2025-06-19,,
ACC000001738,C0001862,BR001,Checking,Active,Retail,USD,1541.7,1541.7,0.02,2026-03-15,,1449.48
ACC000001739,C0000619,BR002,Checking,Active,Retail,USD,1248.15,1248.15,0.03,2025-02-26,,2996.1
ACC000001740,C0001890,BR002,Fixed Deposit,Active,Retail,USD,469.63,469.63,3.03,2026-04-04,,
ACC000001741,C0000767,BR004,Current,Inactive,Retail,USD,884.76,884.76,0.0,2026-01-22,38421.39,1566.11
ACC000001742,C0001614,BR004,Current,Active,Retail,USD,3045.07,3045.07,0.0,2026-03-21,21643.36,3289.66
ACC000001743,C0000328,BR010,Money Market,Active,Premium,USD,18428.96,18428.96,2.04,2025-10-11,,
ACC000001744,C0000927,BR009,Current,Active,Retail,USD,2138.93,2138.93,0.02,2025-11-28,28578.32,87.68
ACC000001745,C0000165,BR008,Fixed Deposit,Active,Retail,USD,668.38,668.38,4.51,2025-11-26,,
ACC000001746,C0000057,BR004,Money Market,Active,Retail,USD,1507.94,1507.94,2.69,2024-12-29,,
ACC000001747,C0000240,BR001,Current,Active,Retail,USD,204.98,204.98,0.01,2025-07-04,37993.82,3505.66
ACC000001748,C0000824,BR001,Savings,Active,Retail,USD,2161.32,2161.32,0.81,2026-04-30,,
ACC000001749,C0000837,BR001,Money Market,Active,Retail,USD,7546.64,7546.64,3.41,2026-03-07,,
ACC000001750,C0000088,BR002,Checking,Active,Retail,USD,414.0,414.0,0.03,2026-04-24,,3231.54
ACC000001751,C0001129,BR002,Savings,Active,Retail,USD,1006.34,1006.34,1.81,2024-05-19,,
ACC000001752,C0001558,BR007,Checking,Active,Retail,USD,2512.68,2512.68,0.04,2026-03-22,,3521.86
ACC000001753,C0000322,BR001,Checking,Active,Retail,USD,6328.65,6328.65,0.05,2025-12-10,,864.48
ACC000001754,C0000157,BR002,Fixed Deposit,Active,Retail,EUR,1154.91,1154.91,3.28,2025-10-16,,
ACC000001755,C0000763,BR003,Current,Active,Retail,USD,904.83,904.83,0.02,2025-02-24,15248.74,42.18
ACC000001756,C0001564,BR003,Money Market,Active,Retail,USD,252.42,252.42,1.62,2025-01-26,,
ACC000001757,C0000634,BR016,Savings,Inactive,Business,USD,67787.0,67787.0,0.59,2026-02-03,,
ACC000001758,C0000796,BR001,Money Market,Closed,Retail,USD,13933.84,13933.84,2.78,2026-05-11,,
ACC000001759,C0000984,BR001,Fixed Deposit,Active,Premium,USD,17630.02,17630.02,5.4,2026-04-04,,
ACC000001760,C0001307,BR002,Current,Active,Retail,USD,1768.21,1768.21,0.0,2025-05-27,22049.55,646.51
ACC000001761,C0000607,BR004,Checking,Active,Premium,USD,18436.4,18436.4,0.03,2026-01-21,,724.15
ACC000001762,C0000154,BR001,Checking,Active,Retail,USD,1788.1,1788.1,0.02,2025-09-16,,3058.67
ACC000001763,C0001090,BR001,Checking,Active,Retail,USD,801.9,801.9,0.03,2026-05-07,,4399.87
ACC000001764,C0001583,BR007,Checking,Active,Retail,EUR,4118.65,4118.65,0.03,2026-04-12,,4126.91
ACC000001765,C0000833,BR004,Money Market,Pending Review,Retail,USD,2265.98,2265.98,2.88,2025-12-15,,
ACC000001766,C0000198,BR004,Money Market,Active,Retail,USD,1840.17,1840.17,2.6,2025-02-05,,
ACC000001767,C0000117,BR001,Current,Active,Retail,USD,681.73,681.73,0.01,2025-11-25,8820.53,10.65
ACC000001768,C0000012,BR002,Savings,Active,Retail,USD,6657.56,6657.56,0.89,2025-09-26,,
ACC000001769,C0000812,BR001,Checking,Active,Retail,USD,3514.68,3514.68,0.02,2025-12-26,,897.3
ACC000001770,C0000501,BR008,Savings,Active,Retail,USD,1040.11,1040.11,1.21,2026-01-25,,
ACC000001771,C0001412,BR001,Current,Inactive,Retail,USD,4923.75,4923.75,0.01,2025-06-12,28445.48,3057.32
ACC000001772,C0000123,BR003,Money Market,Active,Premium,USD,8122.79,8122.79,2.41,2025-07-06,,
ACC000001773,C0000894,BR010,Savings,Active,Premium,USD,6111.92,6111.92,2.28,2025-07-22,,
ACC000001774,C0001807,BR007,Money Market,Frozen,Retail,USD,845.81,845.81,3.27,2026-04-23,,
ACC000001775,C0000418,BR001,Current,Active,Retail,USD,307.64,307.64,0.01,2025-12-28,31932.49,4416.36
ACC000001776,C0001974,BR003,Current,Active,Retail,USD,2897.32,2897.32,0.0,2024-04-20,27831.42,4825.66
ACC000001777,C0000223,BR001,Checking,Active,Business,USD,6651.69,6651.69,0.04,2025-08-09,,1005.63
ACC000001778,C0000463,BR005,Savings,Active,Retail,USD,529.3,529.3,1.52,2026-04-05,,
ACC000001779,C0001989,BR001,Savings,Active,Retail,USD,226.88,226.88,2.21,2025-10-23,,
ACC000001780,C0001083,BR003,Checking,Active,Premium,EUR,12257.95,12257.95,0.03,2025-11-23,,474.86
ACC000001781,C0000089,BR002,Fixed Deposit,Inactive,Retail,USD,1555.7,1555.7,4.59,2026-02-19,,
ACC000001782,C0001914,BR003,Checking,Frozen,Retail,USD,1304.15,1304.15,0.02,2025-12-25,,375.3
ACC000001783,C0000261,BR003,Current,Closed,Retail,USD,637.42,637.42,0.02,2024-10-22,34892.28,1761.72
ACC000001784,C0001216,BR002,Money Market,Active,Retail,USD,559.9,559.9,2.1,2026-04-06,,
ACC000001785,C0001354,BR003,Checking,Pending Review,Retail,USD,2876.62,2876.62,0.02,2026-01-04,,1953.95
ACC000001786,C0000755,BR005,Current,Active,Premium,USD,7703.64,7703.64,0.01,2026-05-10,18018.14,4147.16
ACC000001787,C0000284,BR002,Savings,Active,Retail,USD,2480.85,2480.85,1.63,2025-11-02,,
ACC000001788,C0001951,BR001,Fixed Deposit,Active,Retail,USD,746.02,746.02,4.09,2026-03-20,,
ACC000001789,C0001304,BR001,Current,Active,Premium,EUR,16011.5,16011.5,0.01,2026-05-11,30587.57,2225.26
ACC000001790,C0001285,BR003,Money Market,Active,Retail,USD,6656.03,6656.03,3.49,2025-03-09,,
ACC000001791,C0000129,BR005,Money Market,Active,Retail,USD,3249.21,3249.21,2.62,2025-04-03,,
ACC000001792,C0001134,BR006,Current,Active,Retail,USD,1197.01,1197.01,0.01,2025-10-27,17921.2,3089.03
ACC000001793,C0001170,BR002,Fixed Deposit,Active,Premium,USD,17278.17,17278.17,5.01,2026-05-06,,
ACC000001794,C0001643,BR003,Fixed Deposit,Active,Retail,USD,1421.31,1421.31,3.72,2025-05-07,,
ACC000001795,C0000939,BR003,Fixed Deposit,Active,Retail,USD,1822.35,1822.35,4.34,2025-05-07,,
ACC000001796,C0001093,BR001,Current,Active,Retail,USD,1305.56,1305.56,0.0,2026-04-30,14855.78,49.38
ACC000001797,C0001239,BR001,Money Market,Inactive,Retail,EUR,1534.05,1534.05,2.15,2026-03-27,,
ACC000001798,C0000351,BR001,Checking,Active,Retail,USD,2235.22,2235.22,0.03,2026-02-13,,1983.54
ACC000001799,C0000594,BR003,Checking,Active,Retail,USD,669.57,669.57,0.02,2026-02-27,,4167.82
ACC000001800,C0000735,BR003,Savings,Active,Retail,EUR,654.66,654.66,1.65,2026-01-30,,
ACC000001801,C0000390,BR008,Checking,Active,Retail,USD,451.0,451.0,0.04,2026-01-11,,2755.33
ACC000001802,C0001268,BR004,Current,Active,Retail,EUR,364.94,364.94,0.02,2025-09-04,27889.94,2079.97
ACC000001803,C0001773,BR001,Savings,Closed,Retail,USD,535.24,535.24,1.24,2025-07-09,,
ACC000001804,C0000027,BR001,Savings,Active,Business,USD,72500.95,72500.95,1.28,2026-04-08,,
ACC000001805,C0001391,BR002,Money Market,Frozen,Retail,USD,740.42,740.42,2.21,2024-07-04,,
ACC000001806,C0000417,BR001,Fixed Deposit,Active,Retail,USD,3021.82,3021.82,3.65,2026-02-03,,
ACC000001807,C0001158,BR001,Current,Pending Review,Premium,USD,13831.64,13831.64,0.02,2025-07-11,15062.39,2244.13
ACC000001808,C0000107,BR003,Current,Closed,Premium,EUR,1865.89,1865.89,0.01,2024-11-12,26775.56,809.98
ACC000001809,C0001799,BR004,Checking,Active,Retail,USD,3480.65,3480.65,0.02,2025-03-23,,1861.81
ACC000001810,C0001409,BR001,Savings,Active,Retail,USD,4067.56,4067.56,2.4,2025-11-25,,
ACC000001811,C0000517,BR001,Money Market,Closed,Retail,USD,669.24,669.24,2.05,2025-10-25,,
ACC000001812,C0000703,BR011,Money Market,Closed,Retail,USD,2752.3,2752.3,3.33,2025-04-11,,
ACC000001813,C0000338,BR002,Checking,Active,Premium,USD,5673.16,5673.16,0.02,2025-10-01,,1618.04
ACC000001814,C0000705,BR004,Current,Frozen,Retail,USD,1993.55,1993.55,0.02,2025-04-27,38521.86,921.18
