customer_id,first_name,last_name,email,phone_number,date_of_birth,address,city,state,zip_code,country,registration_date,customer_segment,kyc_status,is_active,annual_income,occupation,nationality
C0001144,Penny,Sanchez,leblancdavid@example.net,(708)380-8756x450,1950-08-18,8010 Tucker Overpass,Jonchester,CO,77606,USA,2024-11-25,Retail,Verified,True,38668.8,Administrative Assistant,Kiribati
C0001145,Lisa,Blair,ybennett@example.net,565-933-3477x4963,1976-07-09,62819 Michael Falls,South Kelly,OH,84232,USA,2026-02-13,Retail,Verified,True,33305.04,Administrative Assistant,Ecuador
C0001146,Valerie,Williams,dariusroberts@example.com,+1-304-672-6097x9629,1959-12-24,773 Gray Ports Suite 919,South Karenfort,VA,30889,USA,2025-08-27,Business,Verified,False,271702.57,Sole Trader,Jordan
C0001147,Jamie,Alexander,alexandria48@example.net,+1-855-371-3198x444,1965-03-10,95257 Woods Orchard Suite 372,East Jeffreyview,NY,60152,USA,2025-11-21,Retail,Verified,True,20991.28,Administrative Assistant,Heard Island and McDonald Islands
C0001148,Rachel,Jones,reillykatelyn@example.net,755.279.8322x9000,1966-06-16,5173 Morris Lakes Suite 059,New Jeffreyport,HI,38570,USA,2025-09-26,Retail,Verified,True,17676.2,Warehouse Worker,Brunei Darussalam
C0001149,Diane,Kane,hooperjacob@example.org,906.753.3535,1998-11-12,628 Jessica Crest,Hendrickshaven,NM,73919,USA,2026-01-29,Business,Verified,False,960879.27,Operations Manager,Serbia
C0001150,Mark,Ruiz,kimberlybuchanan@example.org,863.809.7739x836,1983-03-06,797 Spears Branch,Lake Dawnview,MN,87239,USA,2024-03-13,Business,Verified,True,136275.1,Business Owner,Kenya
C0001151,Donald,Ross,parksandre@example.com,+1-832-526-5278x254,1988-04-14,9415 Porter Cliff,Ramosborough,OR,72740,USA,2025-11-18,Retail,Verified,False,22121.47,Retail Worker,Chad
C0001152,Laurie,Stewart,moranbrittany@example.net,708.584.0755x380,1959-04-11,9726 Monica Land Apt. 705,Port Jameston,MT,79931,USA,2025-10-07,Retail,Expired,True,12373.41,Administrative Assistant,Kiribati
C0001153,Calvin,Anderson,stewartamy@example.net,602.478.5379x821,1952-09-21,37173 Monica Meadow Apt. 908,Alyssaton,MT,73805,USA,2025-02-09,Retail,Pending,True,26384.16,Retail Worker,Pitcairn Islands
C0001154,Warren,Levine,wosborne@example.net,867-223-8665,2003-01-21,7559 Cole Gardens Suite 410,Sherrymouth,NJ,86869,USA,2024-07-22,Business,Verified,True,93109.19,Director,Guinea
C0001155,Alexander,Williams,haley89@example.net,681.708.5587x23578,2006-11-10,208 Eric Crescent Apt. 415,Port Stevenport,OR,32573,USA,2024-06-30,Retail,Verified,True,82537.46,Retail Worker,Iraq
C0001156,Alexander,Lambert,hmiranda@example.org,656-761-3404x75000,1966-02-24,89227 Richard Ports Apt. 649,Cindymouth,NE,85583,USA,2025-06-25,Retail,Verified,True,60168.76,Retail Worker,Saint Vincent and the Grenadines
C0001157,Melissa,Banks,knappjeffrey@example.net,(338)936-4722x4558,1987-09-22,335 Kimberly Trail,Monicaburgh,KS,36171,USA,2025-09-24,Retail,Verified,True,25743.18,Nurse,Iran
C0001158,John,Lawson,blairjordan@example.org,001-780-348-8672,1988-02-26,96170 Clark Parks Apt. 981,Montesside,PW,74025,USA,2024-06-08,Premium,Verified,True,381345.66,Physician,Czech Republic
C0001159,Andrew,Hodge,noah12@example.net,850-416-4546,2001-02-24,3125 Robert Crossroad Suite 698,Fosterburgh,WY,99580,USA,2025-07-04,Retail,Verified,True,59330.73,Student,Vanuatu
C0001160,Latoya,Fowler,tracy50@example.net,3987971733,1974-04-06,60426 Joseph Trail Suite 716,Benjaminview,KS,14235,USA,2025-07-28,Retail,Verified,True,30871.36,Administrative Assistant,Colombia
C0001161,Jose,Schmitt,carolmoody@example.net,+1-945-841-9137x804,1969-08-19,93837 Brooke Islands,West Rachel,GU,62789,USA,2025-10-09,Premium,Verified,False,22034.32,Physician,Afghanistan
C0001162,Laurie,Campbell,collinsjose@example.com,7267135342,1988-05-03,1832 Cortez Village Apt. 384,Port Haileystad,CA,01666,USA,2025-06-30,Premium,Verified,True,390258.86,Financial Analyst,Faroe Islands
C0001163,David,Faulkner,kendra75@example.org,(968)380-8482x072,2003-08-18,3340 Diane Forest,Morenoville,VA,33037,USA,2024-08-23,Retail,Verified,True,18128.01,Warehouse Worker,Ireland
C0001164,Eric,Wright,nataliemartinez@example.com,001-967-946-9588x1946,1972-05-02,294 Lawson Fields Apt. 367,Danafort,GA,95880,USA,2025-09-18,Retail,Verified,True,15951.38,Warehouse Worker,Ireland
C0001165,Jorge,Briggs,browningmark@example.com,+1-967-983-2031x6131,1974-09-13,3403 Jaime Cove,Lauraville,NY,02561,USA,2024-06-12,Retail,Verified,True,60553.66,Student,Indonesia
C0001166,Joshua,Meyers,johntaylor@example.org,393-788-9531,1967-10-10,397 Michael Gardens Suite 159,North Emilychester,AL,66051,USA,2025-10-14,Business,Verified,True,1889460.55,CFO,Tanzania
C0001167,Joe,James,robertsbenjamin@example.org,(322)547-8922x51826,1952-11-02,62108 Johnson Islands Suite 997,South Derekhaven,CA,05372,USA,2026-01-11,Retail,Verified,True,72557.63,Driver,Norway
C0001168,Ivan,Blanchard,xbarnes@example.org,+1-636-281-6821,1964-06-09,73087 Sandra Throughway Apt. 903,New Patriciaberg,AK,07323,USA,2025-06-14,Retail,Verified,True,48144.13,Warehouse Worker,Tanzania
C0001169,Joanne,Myers,eflynn@example.org,+1-424-374-8579x8889,1994-02-25,73815 Elijah Tunnel,East Derek,NH,88400,USA,2024-09-28,Retail,Verified,True,48892.4,Driver,Sierra Leone
C0001170,Jonathan,Rodriguez,andreasampson@example.com,254.231.8864x5947,1962-09-05,924 Robinson Loop Apt. 755,Deborahview,MP,44565,USA,2026-04-25,Premium,Verified,True,164727.74,Investment Manager,Ecuador
C0001171,Trevor,Williams,cadkins@example.net,001-703-217-2113,1977-01-31,33156 Baker Crescent Apt. 146,North Oliviaborough,PW,27868,USA,2025-05-22,Retail,Verified,True,53075.16,Warehouse Worker,Colombia
C0001172,Melinda,Graham,lisareyes@example.net,001-531-364-2663,1940-11-05,40823 Alan Mountains Apt. 719,Leslieview,AZ,44337,USA,2024-06-20,Retail,Verified,True,41797.66,Administrative Assistant,Netherlands
C0001173,Dana,Cox,harperjenna@example.org,001-856-573-5263x59517,1985-09-03,41302 Linda Pine Suite 710,Perrychester,AK,22590,USA,2025-04-03,Retail,Verified,True,38257.72,Student,Mozambique
C0001174,Tammy,Diaz,salexander@example.org,+1-949-705-7175x32279,1951-10-07,1587 Richard Stream,North Thomas,CT,42083,USA,2024-06-25,Retail,Verified,True,35196.55,Teacher,Bermuda
C0001175,Jonathan,Cummings,moorejacqueline@example.net,254-867-3137x1741,1944-11-24,545 Amy Mountains Apt. 340,Lake Tinaland,NM,53364,USA,2024-05-18,Premium,Verified,True,62794.4,Consultant,Kyrgyz Republic
C0001176,Paul,Clark,wilsonemily@example.com,583.718.1720,1942-04-30,656 Smith Circles Apt. 542,Sharpmouth,OH,19972,USA,2025-03-27,Retail,Verified,False,31560.53,Sales Associate,Belarus
C0001177,Robert,Ramirez,kathryn24@example.net,001-411-447-5466x248,1948-09-23,64211 Knapp Green,Brownhaven,AS,78829,USA,2025-06-24,Retail,Verified,True,15576.55,Nurse,Bolivia
C0001178,Jacqueline,Austin,joshuanorris@example.com,721-274-6453x31649,1983-02-02,54113 Baird Shoal Apt. 346,Lake Daniel,TX,02058,USA,2026-02-10,Retail,Verified,False,34573.06,Driver,Mayotte
C0001179,Melanie,Williams,knichols@example.net,001-657-660-1883x0415,1981-02-04,7334 Nathan Shoal Suite 369,Johnsonchester,NY,47719,USA,2024-08-30,Premium,Pending,True,54548.49,Physician,Taiwan
C0001180,Michael,Allen,urobles@example.org,909-637-0118x596,2005-02-01,952 Mark Turnpike,Antoniostad,NJ,75279,USA,2024-08-25,Retail,Verified,True,20914.65,Warehouse Worker,Macao
C0001181,Alyssa,Griffin,peterwagner@example.com,799.624.1611,1944-12-12,627 William Place,South Wayneborough,CO,16588,USA,2024-08-21,Retail,Verified,True,39733.39,Warehouse Worker,Papua New Guinea
C0001182,David,Zuniga,carrie82@example.org,731.225.6772,1996-04-10,561 Thompson Mount,West Christopherview,WY,23368,USA,2026-02-10,Retail,Verified,True,72838.59,Teacher,Palau
C0001183,Troy,Thomas,debra37@example.com,(914)520-9420,1988-07-26,1587 Christina Ridges Suite 250,Wendyberg,TN,43755,USA,2024-12-17,Retail,Failed,True,57478.04,Retail Worker,Zambia
C0001184,Rebecca,Roman,boyerautumn@example.com,001-987-779-9364x273,1999-07-23,38161 Brandy Corner Apt. 511,East Dianaton,CT,04352,USA,2026-01-08,Retail,Verified,True,16560.07,Retail Worker,Greenland
C0001185,Nathan,Hubbard,thompsonjorge@example.net,984-512-3222x320,1953-02-18,709 Clark Village Apt. 370,Annamouth,NC,27384,USA,2026-01-15,Retail,Verified,True,22140.99,Student,Niger
C0001186,David,Dodson,colemanstacey@example.net,(926)308-0993,1951-11-22,93178 Nelson Rapid Apt. 803,Littlemouth,FM,97550,USA,2024-12-25,Retail,Verified,True,58127.0,Administrative Assistant,Mayotte
C0001187,Cody,Mcguire,qbrown@example.net,762-545-5407x700,1948-10-01,8823 Arnold Courts Apt. 808,New Denise,IN,68327,USA,2025-05-15,Premium,Verified,True,54748.63,Investment Manager,Azerbaijan
C0001188,Sarah,Daniel,travis98@example.org,287-953-7156x41533,1995-03-17,6670 Lewis Fort,North Ashleyland,VT,56960,USA,2024-05-24,Retail,Verified,False,32457.39,Nurse,Bosnia and Herzegovina
C0001189,Sylvia,Cook,anthonysanchez@example.org,001-913-540-3779x1703,2007-09-04,1892 Paula Heights,Zacharyton,NJ,19359,USA,2024-05-29,Business,Verified,True,416666.61,CFO,India
C0001190,Maria,Cole,david68@example.com,532.855.0652x9905,1952-10-12,120 Hatfield Summit Apt. 957,Port Jimmouth,AL,70901,USA,2024-06-02,Retail,Verified,True,22377.87,Teacher,Montenegro
C0001191,Karen,Clarke,zryan@example.net,245-765-7817x442,1981-06-30,51556 Salinas Harbors Apt. 920,Lake Phillipfort,AS,41914,USA,2025-01-12,Retail,Failed,True,38280.19,Retired,Argentina
C0001192,Tina,Jones,michelle14@example.org,(680)667-0914x465,2003-04-16,00400 Reeves Glens,Johnathanmouth,MS,69762,USA,2024-11-23,Retail,Verified,True,18638.55,Administrative Assistant,French Polynesia
C0001193,Tammy,Pacheco,george60@example.com,+1-999-824-6625,1990-02-27,38079 Rodgers Corners,East Elizabethville,WY,50840,USA,2025-07-02,Retail,Verified,False,26884.8,Warehouse Worker,Christmas Island
C0001194,Diane,Brown,richardsonmark@example.org,931-850-7174x1647,1986-09-20,03231 Morales Centers,West Kyle,MS,13561,USA,2025-10-04,Retail,Verified,True,42611.99,Student,Malawi
C0001195,Samantha,Ramirez,wcampbell@example.net,492.644.1832x81137,1957-08-23,9297 Werner Course Suite 489,Andrewtown,OK,87080,USA,2025-04-25,Premium,Pending,True,37956.79,Architect,Hungary
C0001196,Melissa,Shields,penny39@example.org,+1-648-987-8073x7676,1963-06-25,8053 Gates Keys,New Coryside,NH,16572,USA,2025-10-19,Retail,Verified,True,45262.65,Driver,Brunei Darussalam
C0001197,Amanda,Griffin,dgraham@example.com,(760)591-9193x52642,1997-12-23,6970 Fisher Walks,Floresville,AK,82860,USA,2025-08-05,Retail,Verified,False,35960.67,Sales Associate,Tanzania
C0001198,Ryan,Hartman,qwashington@example.com,777-271-4057x702,1984-10-08,5449 Johnson Village,Stephenmouth,DC,49024,USA,2025-08-27,Retail,Verified,True,47870.03,Retail Worker,Norfolk Island
C0001199,Tracy,Dodson,sarah84@example.com,757-566-3354x20509,1955-02-03,727 Anderson Road,South Paul,MD,88614,USA,2026-02-27,Business,Verified,True,320979.11,Managing Partner,Turkmenistan
C0001200,Tyler,Arroyo,mckenzie26@example.com,8366698027,1978-03-21,294 Heather Cape Apt. 796,South Michaelfort,NM,61716,USA,2026-03-27,Retail,Verified,True,71830.91,Sales Associate,Equatorial Guinea
C0001201,Joshua,Rodriguez,anne19@example.org,(336)895-0725x9250,1949-11-09,6978 Timothy Pass,East Brian,TN,06540,USA,2024-02-02,Premium,Verified,True,106418.5,Attorney,Malta
C0001202,James,Webster,mallory90@example.org,674.332.6924,1944-09-01,69599 David Square,New Melanie,MT,34952,USA,2024-03-02,Retail,Failed,True,29298.66,Driver,Egypt
C0001203,Vicki,Daniels,gholder@example.com,(859)851-1203x39059,1944-12-31,942 Audrey Highway Apt. 837,Nicoleport,FM,21343,USA,2026-04-03,Retail,Verified,False,38605.45,Nurse,Macao
C0001204,Paul,Wells,oallen@example.net,+1-350-830-2772x1793,1960-10-08,0553 Roger River,West Michelle,SD,83559,USA,2025-04-19,Retail,Pending,True,47650.53,Teacher,Peru
C0001205,Jacqueline,Sanchez,jthomas@example.net,879.938.8949x128,1993-01-12,774 Kramer Lights,North Kellymouth,MS,92901,USA,2024-09-13,Premium,Pending,True,101652.56,Investment Manager,Nepal
C0001206,Michelle,Krueger,vedwards@example.com,657-231-8020,1966-01-10,07191 Brooke Unions Suite 337,East Robertmouth,NC,13567,USA,2025-03-28,Retail,Verified,True,37060.09,Retail Worker,Niger
C0001207,Jeffrey,Howard,millerjason@example.org,910-515-8456,1967-04-15,70017 Bradley Course,Wardtown,AS,65993,USA,2024-12-28,Retail,Verified,True,25565.63,Teacher,Albania
C0001208,Sherry,Thornton,nlewis@example.org,+1-470-410-1492x621,1952-12-10,06138 Cook Vista Suite 602,Melissaview,IA,45247,USA,2026-04-22,Premium,Verified,True,66320.84,Software Engineer,Saint Helena
C0001209,Mary,Poole,brownangela@example.org,7458015311,1943-03-07,76934 Barajas Rest,Butlermouth,KS,66354,USA,2025-05-31,Retail,Verified,True,18010.27,Nurse,Honduras
C0001210,Logan,Bell,gary46@example.com,001-906-994-8617x54182,1950-07-19,48816 Miguel Point,North Ashleymouth,MI,64740,USA,2024-03-06,Retail,Verified,True,87097.93,Retired,Moldova
C0001211,Richard,Rojas,ujefferson@example.org,244-214-4294x267,1951-12-16,15137 Krause Fall Suite 849,Williamsberg,KS,08728,USA,2025-09-30,Premium,Verified,True,46802.04,Consultant,Saint Kitts and Nevis
C0001212,Elizabeth,Wilson,morganmcintosh@example.com,(981)470-0681x4365,1978-09-14,766 Felicia Island,Davidmouth,WY,11450,USA,2025-05-15,Retail,Verified,True,25682.05,Student,Argentina
C0001213,Laura,Reynolds,wattsmonica@example.com,001-918-800-7784x28455,1942-05-10,677 Ryan Oval,Lake Christopher,VA,21383,USA,2024-10-01,Premium,Verified,True,64148.48,Investment Manager,Micronesia
C0001214,Jesse,Willis,greenalex@example.net,001-921-552-7259,1992-01-23,7408 George Trail,West Brittanyview,AS,38062,USA,2025-12-23,Retail,Verified,True,56809.69,Sales Associate,Niue
C0001215,Kerri,Garza,davisemily@example.org,962-208-3610x88025,2000-02-16,2063 Brown Landing,Christineville,MD,16655,USA,2025-08-31,Retail,Failed,False,31336.07,Retired,Kazakhstan
C0001216,Nicholas,Jones,khernandez@example.com,(586)436-0253x687,2001-07-16,225 Ward Valley,South Christinatown,RI,58066,USA,2025-12-20,Retail,Pending,True,67769.74,Student,Svalbard & Jan Mayen Islands
C0001217,Lynn,Bullock,ipruitt@example.org,+1-541-500-0665x8484,1954-04-07,46035 Smith Place,Clayfurt,KY,74587,USA,2025-01-15,Retail,Verified,True,25932.56,Student,Latvia
C0001218,Cindy,Smith,taylor90@example.net,883-604-7027x89027,1965-09-28,30050 Patty Plains Suite 754,Clarkside,NY,00532,USA,2026-04-21,Premium,Verified,False,116704.05,Financial Analyst,Finland
C0001219,Todd,Johnson,williammason@example.org,725.753.2052x851,1952-08-09,35247 Christopher Mill,Chambersstad,AL,94814,USA,2025-07-15,Retail,Verified,True,23916.56,Teacher,British Virgin Islands
C0001220,Tonya,Dean,wileycynthia@example.org,305.714.1200x74045,1954-07-14,933 Thomas Squares Apt. 689,Shanehaven,NH,80684,USA,2024-11-11,Premium,Verified,True,357571.09,Financial Analyst,Armenia
C0001221,Shari,Craig,melissamorrison@example.com,6563360712,1978-12-20,3949 Derrick Island,New Jeffreychester,MS,76339,USA,2025-03-22,Retail,Verified,True,20054.34,Teacher,Trinidad and Tobago
C0001222,Ryan,Clark,sbell@example.org,745-294-5681,1953-04-08,46318 Williamson Prairie Suite 633,East Jamesview,FL,28051,USA,2025-01-08,Retail,Verified,True,42400.28,Retail Worker,Suriname
C0001223,Heather,Warren,dalehudson@example.org,001-825-809-2704x00438,1955-06-21,470 Pearson Loaf Apt. 275,Grosschester,NE,27047,USA,2025-10-04,Retail,Verified,True,49855.72,Teacher,Macao
C0001224,Michael,Maddox,dlee@example.net,001-682-933-0970x19982,1942-05-01,75186 Damon Port Suite 367,New Deborah,CA,56025,USA,2026-04-25,Retail,Failed,True,44662.95,Retired,Yemen
C0001225,Paul,Smith,gcastaneda@example.net,212.879.0425x28465,1979-06-03,792 Crystal Courts,Holdermouth,AL,28936,USA,2024-07-10,Retail,Verified,True,33102.24,Warehouse Worker,Armenia
C0001226,Bryan,Lewis,williamsonrobin@example.com,001-844-787-8904x8334,1978-04-22,726 Ian Forge Apt. 806,Adkinschester,ME,07855,USA,2025-05-12,Retail,Verified,True,34033.13,Driver,Uzbekistan
C0001227,Catherine,Lane,wilkinsonjason@example.net,(953)271-2688,1983-11-29,55781 Crystal Mill Apt. 142,Port Timothymouth,MS,18526,USA,2025-02-23,Retail,Pending,True,37119.8,Retired,Liberia
C0001228,Carrie,Sheppard,john17@example.net,(473)205-9766,1980-10-17,78464 Kathryn Isle Suite 746,Taylorfort,NY,87297,USA,2025-05-06,Retail,Verified,True,33742.01,Driver,Tajikistan
C0001229,Matthew,Martinez,elizabeth42@example.com,886-967-2929x90722,1969-06-12,60154 Jeremy Estates Suite 386,East Christina,AS,27094,USA,2026-04-13,Premium,Verified,True,176015.52,Consultant,Papua New Guinea
C0001230,Catherine,Myers,michaelibarra@example.com,+1-986-629-6610x3565,1991-06-10,437 Janice Village,South Dustin,IN,82669,USA,2025-07-21,Retail,Verified,True,109673.33,Warehouse Worker,Albania
C0001231,Raymond,Williams,hernandezronnie@example.com,(309)861-4909x1009,1984-06-04,9545 Walls Gateway Apt. 017,Melissaberg,SD,96864,USA,2026-02-01,Retail,Verified,True,27481.11,Teacher,Saint Lucia
C0001232,Michelle,Curtis,lindasmith@example.net,822-858-9873x07321,1960-08-24,9107 Courtney Springs Suite 117,East Elizabethview,AL,84299,USA,2024-08-16,Premium,Failed,True,43395.81,Attorney,Guinea-Bissau
C0001233,Stephanie,Russell,dylanellis@example.com,534-694-6526x505,1942-08-23,4116 Eric Landing Suite 388,Cooperside,NM,41975,USA,2024-10-17,Retail,Verified,True,34747.36,Teacher,Bahamas
C0001234,Jennifer,Nunez,frank82@example.org,9169430329,1958-01-28,4332 Reed Motorway Suite 740,Wendyfort,NH,17472,USA,2025-02-10,Retail,Verified,True,131907.3,Retired,North Macedonia
C0001235,Kathy,Ball,yhernandez@example.net,634.619.0671x00997,1983-09-03,829 Cameron Roads,Davidberg,NY,17100,USA,2025-10-20,Retail,Verified,True,24298.33,Sales Associate,Guinea-Bissau
C0001236,Michael,Munoz,poncemichelle@example.org,689-510-5579x9915,1974-10-15,565 Debra Trail Apt. 434,Brianmouth,UT,04017,USA,2026-03-09,Retail,Verified,True,82417.94,Retired,Sierra Leone
C0001237,Robert,Pearson,casejohn@example.com,+1-343-457-8459x073,1941-09-23,11264 Cody Shoals,West Jonathanfort,OH,66721,USA,2024-12-03,Premium,Verified,True,270119.7,Consultant,Seychelles
C0001238,Cynthia,Bryant,bbrown@example.com,9958062632,1971-12-18,3265 Hernandez Trafficway,Obrienton,KS,97325,USA,2026-02-01,Retail,Verified,True,27534.8,Student,Armenia
C0001239,William,Lutz,scottmiddleton@example.com,652.739.9963x6918,1973-02-09,1983 Chavez Stravenue Apt. 826,Lake Cassandra,CT,55473,USA,2025-06-30,Retail,Verified,True,48266.43,Warehouse Worker,Bosnia and Herzegovina
C0001240,Carrie,Ray,timothycampbell@example.net,001-571-655-3331x7931,1961-11-04,6196 Michele Light Suite 021,Port Andrewton,GA,65868,USA,2026-03-31,Retail,Verified,True,81977.35,Sales Associate,Jamaica
C0001241,Elizabeth,Wise,pamela87@example.org,001-705-512-5380x63190,1961-04-19,9328 Schultz Views Apt. 746,East Randall,NY,89148,USA,2026-01-09,Retail,Verified,True,30044.54,Teacher,Ghana
C0001242,Christopher,Burgess,frank43@example.net,620.375.7931x4449,1953-08-04,459 Thompson Greens Apt. 840,Port Trevor,TN,10260,USA,2025-07-05,Retail,Verified,True,32800.85,Retail Worker,Korea
C0001243,Sandra,Wade,arice@example.net,805.918.2511x031,1998-06-16,75914 Poole Landing,Jordanland,RI,54002,USA,2025-09-17,Retail,Verified,True,27150.74,Driver,Saint Lucia
C0001244,Gina,Hogan,cortezbrian@example.com,940.810.2655,1971-08-09,5665 Khan Stream Apt. 977,Christopherton,MA,00856,USA,2025-11-03,Retail,Verified,True,21864.54,Warehouse Worker,Mali
C0001245,Christina,Sparks,johnbrown@example.com,(721)547-0616x53730,1962-06-09,89078 Cynthia Village Suite 293,New Leahfurt,DE,46588,USA,2024-03-28,Retail,Verified,True,26248.42,Teacher,Lesotho
C0001246,Michele,Williams,mmartinez@example.org,367.905.9041,1947-12-14,9631 Gutierrez Bypass Suite 087,Christinaland,VI,19993,USA,2024-08-20,Retail,Verified,True,19693.22,Student,Netherlands
C0001247,Sarah,Robinson,tweaver@example.net,879.888.8243x7596,1999-01-28,4823 Monique Camp,Brownmouth,KS,64480,USA,2025-06-01,Premium,Verified,True,100755.3,Physician,Nauru
C0001248,Michael,Wilson,melissapham@example.org,(472)411-5678x1408,2007-08-05,4913 Miller Turnpike Suite 094,Lake Lisa,IL,87095,USA,2024-06-13,Retail,Verified,True,24711.24,Retail Worker,Holy See (Vatican City State)
C0001249,Ashley,Fowler,flucero@example.org,291-251-8136,2002-01-13,9046 Campbell Greens Apt. 581,Coreybury,RI,33919,USA,2024-08-29,Retail,Verified,True,40818.59,Sales Associate,Lithuania
C0001250,Anne,Davis,deangina@example.com,+1-390-609-8606,1978-06-14,66611 Malone Spur Apt. 942,South Pamelafort,AR,73523,USA,2024-02-16,Retail,Verified,True,16681.44,Warehouse Worker,Guam
C0001251,April,Irwin,joshuagregory@example.com,+1-577-395-7240x030,1990-09-29,86175 Thompson Drive Suite 947,Bakerville,RI,35953,USA,2025-06-21,Business,Verified,True,349655.68,Business Owner,Tonga
C0001252,Sarah,White,charles90@example.org,9269334922,1974-10-19,85942 Hunter Freeway Suite 543,Jonathanburgh,CO,32094,USA,2026-03-22,Retail,Pending,True,55092.26,Administrative Assistant,North Macedonia
C0001253,David,Edwards,thomas94@example.org,+1-551-939-8553x23750,1940-08-23,75252 Dylan Freeway,Hollyville,WA,27307,USA,2025-06-26,Business,Verified,True,54448.55,Operations Manager,South Georgia and the South Sandwich Islands
C0001254,Timothy,Johnston,bnguyen@example.org,+1-607-733-5006,1990-11-12,804 Christie Highway Apt. 782,Lopezstad,NC,58262,USA,2024-10-06,Retail,Verified,True,43784.2,Retail Worker,Morocco
C0001255,Michelle,Curry,mirandanancy@example.org,+1-458-873-6080x5582,1953-03-29,16750 Christopher Flat,Lake Shelley,WA,03706,USA,2024-11-30,Business,Verified,True,716501.19,CFO,Syrian Arab Republic
C0001256,Katie,Calderon,sharon77@example.com,001-268-286-3713x79987,1960-10-28,82898 Lauren Squares Apt. 396,Shawnstad,PR,26093,USA,2026-01-26,Premium,Verified,True,47772.98,Investment Manager,Somalia
C0001257,Paul,Drake,daniel56@example.org,(420)883-4644,1992-01-21,80718 Williams Stream,Hudsonborough,PA,78990,USA,2025-02-12,Retail,Verified,True,83808.21,Sales Associate,Guam
C0001258,Benjamin,Cruz,aprilhernandez@example.org,962-798-6042,1945-05-31,03630 Bennett Isle Suite 250,Austinland,DC,28584,USA,2025-05-10,Retail,Verified,True,44779.67,Nurse,Chile
C0001259,Allison,Mendez,byrdsherry@example.net,001-886-208-1107x14923,1977-08-04,8085 Green Trail,Jasonfort,DC,15302,USA,2024-11-04,Retail,Verified,True,25527.05,Teacher,China
C0001260,Michele,Klein,achaney@example.org,+1-631-591-8043,1969-09-22,797 Benjamin Lane,Gregoryside,DE,73395,USA,2024-02-21,Retail,Verified,True,35316.85,Teacher,Bahrain
C0001261,Alicia,Burgess,steven91@example.net,001-531-212-6597x460,1995-07-13,312 Tracy Crescent,Buchanantown,ME,23796,USA,2025-01-14,Premium,Verified,True,137998.23,Consultant,Trinidad and Tobago
C0001262,Troy,Edwards,salasamanda@example.net,(406)930-4165,1949-12-04,1891 Bailey Fork,North Andrewland,NH,79401,USA,2024-10-07,Business,Verified,True,285159.6,Operations Manager,Saudi Arabia
C0001263,Caleb,Sanders,ericdaniels@example.org,637-202-0981,1962-05-26,6961 Lisa Camp,Simpsonfort,GA,05262,USA,2025-03-14,Retail,Verified,True,47542.44,Administrative Assistant,Haiti
C0001264,Heather,Duncan,hamiltonmegan@example.org,001-753-333-5016x262,1943-09-01,9461 Sanchez Wells,Elizabethmouth,CT,27625,USA,2024-12-09,Retail,Pending,False,22917.66,Teacher,Palestinian Territory
C0001265,Anthony,Foster,brianhancock@example.net,(840)874-1359,1948-11-27,39036 Donna Path Suite 743,New Craig,MD,66609,USA,2024-01-31,Premium,Verified,True,109274.3,Business Owner,Reunion
C0001266,Anthony,Tran,myerserin@example.com,(201)546-8314x650,1941-02-25,558 Price Summit Suite 201,Port Debbietown,DC,28499,USA,2024-09-19,Retail,Verified,True,17910.51,Administrative Assistant,Afghanistan
C0001267,Nicholas,Bailey,sullivanalfred@example.net,875-907-5192,1946-10-27,504 Davis Lock Apt. 284,Lake Cassandra,NE,45822,USA,2025-10-22,Premium,Pending,True,92342.92,Attorney,Mauritania
C0001268,Julia,Fields,kmueller@example.org,(704)587-1036,2000-03-24,6414 Glover Stravenue Suite 197,Matthewland,VI,39376,USA,2025-07-18,Retail,Verified,False,23110.59,Warehouse Worker,Mozambique
C0001269,Michael,Krueger,williamscourtney@example.org,(595)847-3564x27294,1965-06-01,90982 Morris Rue,West Jennaport,NV,05901,USA,2024-08-22,Premium,Verified,True,63492.82,Physician,Taiwan
C0001270,Robert,Gonzales,vasquezkristen@example.org,(625)325-5313,1953-11-04,2280 Evans Cliff Suite 540,South Johnmouth,RI,05242,USA,2025-06-29,Premium,Verified,True,207244.78,Business Owner,Sierra Leone
C0001271,Joseph,Martin,griffinchristina@example.org,001-296-891-0829x65612,1977-09-29,4676 Ford Viaduct Suite 625,New Josestad,AR,98107,USA,2024-04-30,Premium,Verified,True,190001.28,Software Engineer,Pakistan
C0001272,Yolanda,Bender,lauraclayton@example.net,001-892-357-0992,1999-05-10,85514 Allison Walks,West Frances,FL,01969,USA,2025-01-17,Retail,Pending,True,49245.29,Warehouse Worker,Colombia
C0001273,Sara,Melton,krogers@example.org,+1-219-780-5283,2004-03-31,67308 Lisa Forks,Andrewchester,SC,62728,USA,2025-12-21,Retail,Verified,True,21032.91,Sales Associate,Somalia
C0001274,Brittany,Horton,perkinsdeborah@example.net,7509719709,1967-09-15,5406 Pamela Gateway Suite 673,Johnmouth,WA,49346,USA,2025-10-03,Business,Verified,True,208328.88,Operations Manager,Lithuania
C0001275,Charlene,Greene,kweber@example.com,(963)227-3243,1969-04-03,919 Mark Lodge,Feliciaville,KS,08744,USA,2024-12-28,Business,Verified,True,708197.41,Operations Manager,Gambia
